recorded_at_utc,summary_phase,cycle_number,session_asset,session_event_id,session_market_id,session_condition_id,session_title,session_slug,window_start_utc,window_end_utc,time_left,balance,cash,open_value,exposure,lifetime_buys,realized,unrealized,trades,market_max_alpha,avg_max_alpha,first_entry_rule,total_trades,avg_win_rate_per_trade,avg_trades_per_market,avg_buy_alpha,balance_std_dev,overall_return,return_per_market,return_per_day,this_market,start_ref,current_ref,sigma_per_sqrt_s,fair_up,cycle_duration,reconnects
2026-04-15T23:15:05.200816+00:00,finished,22,ethereum,379988,1986734,0x8831fe64dc13d2ccfccc4b51ebac58444a1942227275a6abc33f46a78b862f1e,"Ethereum Up or Down - April 15, 7:10PM-7:15PM ET",eth-updown-5m-1776294600,2026-04-15T23:10:00+00:00,2026-04-15T23:15:00+00:00,0s,$48.74,$48.74,$0.00,$0.00 / $3.00,$0.00 / $3.00,$0.00,$0.00,0,0.0998,0.3219,armed,62,34.5%,2.82,+0.1925,$0.00,-2.5%,-0.1%,-21.5%,0.0%,2360.2850,2354.7650,0.235809,0.0000,4m 59s,0
2026-04-15T23:20:05.135322+00:00,finished,23,ethereum,379996,1986771,0xfdf401d80f8c501d23424b7449d2b23215bbbd4a3ed2bc61b9eaadb25df913f1,"Ethereum Up or Down - April 15, 7:15PM-7:20PM ET",eth-updown-5m-1776294900,2026-04-15T23:15:00+00:00,2026-04-15T23:20:00+00:00,0s,$53.22,$53.22,$0.00,$0.00 / $3.00,$0.52 / $3.00,$4.48,$0.00,5,0.9989,0.3514,used,67,39.7%,2.91,+0.2043,$2.02,6.4%,0.3%,94.6%,9.2%,2352.6750,2353.4150,0.249802,1.0000,4m 58s,0
2026-04-15T23:25:10.162296+00:00,finished,24,ethereum,380009,1986787,0x5ad493ffd1d3e375e9b018354b12ce057a83439cf89ca83b29a4db9a3d8a62e2,"Ethereum Up or Down - April 15, 7:20PM-7:25PM ET",eth-updown-5m-1776295200,2026-04-15T23:20:00+00:00,2026-04-15T23:25:00+00:00,0s,$52.29,$52.29,$0.00,$0.00 / $3.00,$1.77 / $3.00,$-0.93,$0.00,6,0.3211,0.3501,used,73,38.2%,3.04,+0.2066,$1.00,4.6%,0.2%,69.6%,-1.8%,2353.3350,2353.6050,0.160480,1.0000,5m 04s,0
2026-04-15T23:30:05.153056+00:00,finished,25,ethereum,380035,1986873,0x85b56f849af881055bb889e1418a755aed361b1f6ba1a60c4b69f96230a2def3,"Ethereum Up or Down - April 15, 7:25PM-7:30PM ET",eth-updown-5m-1776295500,2026-04-15T23:25:00+00:00,2026-04-15T23:30:00+00:00,0s,$51.90,$51.90,$0.00,$0.00 / $3.00,$0.38 / $3.00,$-0.38,$0.00,1,0.1685,0.3428,used,74,37.7%,2.96,+0.2061,$0.02,3.8%,0.2%,58.3%,-0.7%,2353.9450,2356.5150,0.116965,1.0000,4m 54s,1
2026-04-15T23:35:05.355895+00:00,finished,26,ethereum,380040,1986880,0xbfc2ffd85883521e754e199ad42722b51bab4f772193f17ba2a9d095f0f2db28,"Ethereum Up or Down - April 15, 7:30PM-7:35PM ET",eth-updown-5m-1776295800,2026-04-15T23:30:00+00:00,2026-04-15T23:35:00+00:00,0s,$52.55,$52.55,$0.00,$0.00 / $3.00,$0.35 / $3.00,$0.65,$0.00,1,0.1581,0.3357,used,75,38.6%,2.88,+0.2047,$0.12,5.1%,0.2%,69.9%,1.2%,2356.5150,2354.8100,0.143002,0.0000,5m 00s,0
2026-04-15T23:40:05.435032+00:00,finished,27,ethereum,380058,1986980,0xc922abf2b60ba418a58159851cdabaac3eb1786f6dbdec2c3b9d285ba1a409f1,"Ethereum Up or Down - April 15, 7:35PM-7:40PM ET",eth-updown-5m-1776296100,2026-04-15T23:35:00+00:00,2026-04-15T23:40:00+00:00,0s,$52.33,$52.33,$0.00,$0.00 / $3.00,$0.22 / $3.00,$-0.22,$0.00,1,0.2191,0.3314,used,76,38.0%,2.81,+0.2038,$0.06,4.7%,0.2%,62.8%,-0.4%,2354.7750,2352.1450,0.176345,0.0000,4m 58s,0
2026-04-15T23:45:05.396168+00:00,finished,28,ethereum,380065,1987000,0xffc782d1cddda19b4f3ee0d7e2c0be7fa9d68d1531e5018bd477a0750facdef8,"Ethereum Up or Down - April 15, 7:40PM-7:45PM ET",eth-updown-5m-1776296400,2026-04-15T23:40:00+00:00,2026-04-15T23:45:00+00:00,0s,$51.86,$51.86,$0.00,$0.00 / $3.00,$0.47 / $3.00,$-0.47,$0.00,1,0.2443,0.3283,used,77,37.5%,2.75,+0.2026,$0.02,3.7%,0.2%,51.4%,-0.9%,2352.1450,2354.2150,0.126477,1.0000,4m 59s,0
2026-04-15T23:50:05.418283+00:00,finished,29,ethereum,380085,1987106,0x419e8286719d2d7955813886656eae4faf9bbe5524903937a25ba22e4e162dc6,"Ethereum Up or Down - April 15, 7:45PM-7:50PM ET",eth-updown-5m-1776296700,2026-04-15T23:45:00+00:00,2026-04-15T23:50:00+00:00,0s,$52.33,$52.33,$0.00,$0.00 / $3.00,$0.54 / $3.00,$0.46,$0.00,1,0.1275,0.3214,used,78,38.4%,2.69,+0.2015,$0.02,4.7%,0.2%,58.5%,0.9%,2354.0450,2358.1750,0.148047,1.0000,4m 58s,0
2026-04-15T23:55:05.219290+00:00,finished,30,ethereum,380089,1987118,0x2a4d57ddeb203c83e9c836f6f4500d064b53f6d5f31a667c9741c4cc57f2e030,"Ethereum Up or Down - April 15, 7:50PM-7:55PM ET",eth-updown-5m-1776297000,2026-04-15T23:50:00+00:00,2026-04-15T23:55:00+00:00,0s,$52.33,$52.33,$0.00,$0.00 / $3.00,$0.00 / $3.00,$0.00,$0.00,0,0.0938,0.3138,armed,78,38.4%,2.60,+0.2015,$0.00,4.7%,0.2%,56.6%,0.0%,2358.3550,2360.4500,0.144029,1.0000,4m 59s,0
2026-04-16T00:00:05.409802+00:00,finished,31,ethereum,380108,1987175,0xa2ef522f883c18fccb0dc4d907b45f4d4074508012b4d2548e8cc85ad20e6425,"Ethereum Up or Down - April 15, 7:55PM-8:00PM ET",eth-updown-5m-1776297300,2026-04-15T23:55:00+00:00,2026-04-16T00:00:00+00:00,0s,$55.36,$55.36,$0.00,$0.00 / $3.00,$1.97 / $3.00,$3.03,$0.00,5,0.7713,0.3285,used,83,42.3%,2.68,+0.2010,$1.13,10.7%,0.4%,108.5%,5.8%,2359.6500,2360.2550,0.143181,1.0000,4m 59s,0
2026-04-16T00:05:05.229908+00:00,finished,32,ethereum,380119,1987217,0x0dc313cac06f500ec35bc6ff32478d909b201a7466ba8909e6ded528226b96bb,"Ethereum Up or Down - April 15, 8:00PM-8:05PM ET",eth-updown-5m-1776297600,2026-04-16T00:00:00+00:00,2026-04-16T00:05:00+00:00,0s,$54.83,$54.83,$0.00,$0.00 / $3.00,$0.53 / $3.00,$-0.53,$0.00,1,0.1768,0.3238,used,84,41.8%,2.62,+0.1997,$0.01,9.7%,0.3%,96.6%,-0.9%,2360.2400,2353.3150,0.149448,0.0000,4m 59s,0
2026-04-16T00:10:05.275821+00:00,finished,33,ethereum,380133,1987241,0x59e717ecdec7a8fca363b8931cd02e09de5ddcf0936ebeb3a5852915c052a788,"Ethereum Up or Down - April 15, 8:05PM-8:10PM ET",eth-updown-5m-1776297900,2026-04-16T00:05:00+00:00,2026-04-16T00:10:00+00:00,0s,$53.22,$53.22,$0.00,$0.00 / $3.00,$1.61 / $3.00,$-1.61,$0.00,5,0.3807,0.3255,used,89,39.3%,2.70,+0.2002,$0.83,6.4%,0.2%,68.0%,-2.9%,2353.3150,2354.4850,0.135668,1.0000,4m 59s,0
2026-04-16T00:15:05.225131+00:00,finished,34,ethereum,380140,1987257,0x0b965d4883a4fc3be7b0e5e96b48781afb35323c4c8d1af7d89d84251895666f,"Ethereum Up or Down - April 15, 8:10PM-8:15PM ET",eth-updown-5m-1776298200,2026-04-16T00:10:00+00:00,2026-04-16T00:15:00+00:00,0s,$57.05,$57.05,$0.00,$0.00 / $3.00,$1.17 / $3.00,$3.83,$0.00,5,0.9894,0.3451,used,94,42.7%,2.76,+0.1996,$1.32,14.1%,0.4%,126.9%,7.2%,2354.4850,2354.3250,0.164866,0.0000,4m 59s,0
2026-04-16T00:20:05.363087+00:00,finished,35,ethereum,380151,1987297,0xce261a904737f04aa2fb89a417fc6333e4c2b383fdd778e078966c376bab9469,"Ethereum Up or Down - April 15, 8:15PM-8:20PM ET",eth-updown-5m-1776298500,2026-04-16T00:15:00+00:00,2026-04-16T00:20:00+00:00,0s,$60.17,$60.17,$0.00,$0.00 / $3.00,$1.88 / $3.00,$3.12,$0.00,5,0.8185,0.3586,used,99,45.7%,2.83,+0.2005,$0.79,20.3%,0.6%,168.3%,5.5%,2354.1650,2353.3250,0.164117,0.0000,4m 59s,0
2026-04-16T00:25:05.379103+00:00,finished,36,ethereum,380163,1987312,0xe38a9100bf6a0a4c62943c841753e61a447b909a0b436014552e0d898dd67506,"Ethereum Up or Down - April 15, 8:20PM-8:25PM ET",eth-updown-5m-1776298800,2026-04-16T00:20:00+00:00,2026-04-16T00:25:00+00:00,0s,$59.22,$59.22,$0.00,$0.00 / $3.00,$0.95 / $3.00,$-0.95,$0.00,5,0.4000,0.3597,used,104,43.4%,2.89,+0.1998,$0.42,18.4%,0.5%,151.0%,-1.6%,2353.1550,2353.0550,0.216321,0.0000,4m 59s,0
2026-04-16T00:30:05.236528+00:00,finished,37,ethereum,380169,1987329,0xead3e8e7832262fe0ad67ab662ca5cf4a24feedb024c5f67bad9aa349e6f346b,"Ethereum Up or Down - April 15, 8:25PM-8:30PM ET",eth-updown-5m-1776299100,2026-04-16T00:25:00+00:00,2026-04-16T00:30:00+00:00,0s,$56.67,$56.67,$0.00,$0.00 / $3.00,$2.56 / $3.00,$-2.55,$0.00,6,0.2895,0.3578,used,110,41.3%,2.97,+0.2002,$0.21,13.3%,0.4%,113.4%,-4.3%,2353.0850,2356.2750,0.159464,1.0000,4m 59s,0
2026-04-16T00:35:05.282718+00:00,finished,38,ethereum,380173,1987336,0x89299de933907bbafec726d11ccc497163a231ce9000a358e3a8a12aa7baf24c,"Ethereum Up or Down - April 15, 8:30PM-8:35PM ET",eth-updown-5m-1776299400,2026-04-16T00:30:00+00:00,2026-04-16T00:35:00+00:00,0s,$56.13,$56.13,$0.00,$0.00 / $3.00,$0.54 / $3.00,$-0.54,$0.00,3,0.2470,0.3549,used,113,40.2%,2.97,+0.2004,$0.00,12.3%,0.4%,103.2%,-0.9%,2356.2750,2362.4350,0.231448,1.0000,4m 59s,0
2026-04-16T00:40:05.215413+00:00,finished,39,ethereum,380189,1987376,0x06d1150b248cfc34a98989cac73667da626b41a06f33899aa7e6470be1961405,"Ethereum Up or Down - April 15, 8:35PM-8:40PM ET",eth-updown-5m-1776299700,2026-04-16T00:35:00+00:00,2026-04-16T00:40:00+00:00,0s,$54.42,$54.42,$0.00,$0.00 / $3.00,$1.71 / $3.00,$-1.71,$0.00,5,0.2678,0.3527,used,118,38.4%,3.03,+0.1998,$0.14,8.8%,0.3%,78.1%,-3.0%,2362.4600,2359.5250,0.160814,0.0000,4m 59s,0
2026-04-16T00:45:05.310037+00:00,finished,40,ethereum,380199,1987393,0x8f2297ee9cf89b98d5dd13454d27496e87bcec9e7268588aeb2622b540dd8ca2,"Ethereum Up or Down - April 15, 8:40PM-8:45PM ET",eth-updown-5m-1776300000,2026-04-16T00:40:00+00:00,2026-04-16T00:45:00+00:00,0s,$58.57,$58.57,$0.00,$0.00 / $3.00,$0.85 / $3.00,$4.15,$0.00,5,0.9894,0.3686,used,123,41.0%,3.08,+0.2054,$1.12,17.1%,0.5%,131.1%,7.6%,2359.5250,2358.7850,0.167178,0.0000,4m 59s,0
2026-04-16T00:50:05.221945+00:00,finished,41,ethereum,380208,1987413,0xc47389fa893646439bd7718d7109a1c66c796177f6c008a213f8fdc26879e6ef,"Ethereum Up or Down - April 15, 8:45PM-8:50PM ET",eth-updown-5m-1776300300,2026-04-16T00:45:00+00:00,2026-04-16T00:50:00+00:00,0s,$61.81,$61.81,$0.00,$0.00 / $3.00,$1.76 / $3.00,$3.24,$0.00,5,0.9894,0.3837,used,128,43.4%,3.12,+0.2050,$1.29,23.6%,0.6%,166.7%,5.5%,2358.5450,2360.6450,0.148769,1.0000,4m 58s,0
2026-04-16T00:55:05.127722+00:00,finished,42,ethereum,380223,1987430,0xc3ee18a847f043eaae18d7655b5c575ccdf838ea3cb719b30a411b2e620358b7,"Ethereum Up or Down - April 15, 8:50PM-8:55PM ET",eth-updown-5m-1776300600,2026-04-16T00:50:00+00:00,2026-04-16T00:55:00+00:00,0s,$65.43,$65.43,$0.00,$0.00 / $3.00,$1.38 / $3.00,$3.62,$0.00,5,0.9894,0.3982,used,133,45.7%,3.17,+0.2081,$1.21,30.9%,0.7%,202.9%,5.9%,2361.0750,2359.0650,0.143834,0.0000,4m 59s,0
2026-04-16T01:00:05.228341+00:00,finished,43,ethereum,380236,1987614,0xb2312a81edc41322abc20fd6d6e1a3f30c717b930657848ec5d8d6b284b0ab50,"Ethereum Up or Down - April 15, 8:55PM-9:00PM ET",eth-updown-5m-1776300900,2026-04-16T00:55:00+00:00,2026-04-16T01:00:00+00:00,0s,$67.49,$67.49,$0.00,$0.00 / $3.00,$1.94 / $3.00,$2.06,$0.00,4,0.2279,0.3942,used,137,47.3%,3.19,+0.2074,$0.16,35.0%,0.8%,219.3%,3.1%,2359.0650,2360.4750,0.097402,1.0000,4m 58s,0
2026-04-16T01:05:05.212817+00:00,finished,44,ethereum,380240,1987656,0xe6fca53eaaa0943eb607d71fbcfc1916bde726a26871358356e2267d6c74fc04,"Ethereum Up or Down - April 15, 9:00PM-9:05PM ET",eth-updown-5m-1776301200,2026-04-16T01:00:00+00:00,2026-04-16T01:05:00+00:00,0s,$67.15,$67.15,$0.00,$0.00 / $3.00,$0.34 / $3.00,$-0.34,$0.00,1,0.2177,0.3902,used,138,47.0%,3.14,+0.2072,$0.00,34.3%,0.7%,210.9%,-0.5%,2360.0750,2355.9250,0.196222,0.0000,4m 59s,0
2026-04-16T01:10:05.245024+00:00,finished,45,ethereum,380256,1987684,0xa2090f250ee86ddee5e671dafc8e43b9f1ce7bfd23afab4c1c8fcc5408bf1e8f,"Ethereum Up or Down - April 15, 9:05PM-9:10PM ET",eth-updown-5m-1776301500,2026-04-16T01:05:00+00:00,2026-04-16T01:10:00+00:00,0s,$67.12,$67.12,$0.00,$0.00 / $3.00,$0.03 / $3.00,$-0.03,$0.00,1,0.1631,0.3851,used,139,46.6%,3.09,+0.2064,$0.01,34.2%,0.7%,206.0%,-0.0%,2355.9250,2351.6350,0.309425,0.0000,4m 59s,0
